age,job,marital,education,default,balance,day,month,duration,campaign,pdays,previous,poutcome,y,housing,loan
30,blue-collar,married,secondary,no,2080,23,may,466,2,-1,0,unknown,no,yes,no
45,management,married,tertiary,no,-319,23,may,254,1,-1,0,unknown,no,yes,no
25,blue-collar,single,primary,no,-221,23,may,250,1,-1,0,unknown,no,yes,no
28,services,married,secondary,no,2114,23,may,79,1,-1,0,unknown,no,no,yes
30,blue-collar,single,primary,no,4009,23,may,260,4,-1,0,unknown,no,yes,no
35,admin.,divorced,secondary,no,579,23,may,250,3,-1,0,unknown,no,yes,no
48,technician,married,secondary,no,3142,23,may,563,1,-1,0,unknown,no,no,no
35,blue-collar,married,unknown,no,-205,23,may,147,14,-1,0,unknown,no,yes,no
30,blue-collar,single,secondary,no,79,23,may,125,3,-1,0,unknown,no,no,no
38,technician,single,secondary,no,-591,23,may,71,1,-1,0,unknown,no,yes,no
55,technician,married,tertiary,no,440,23,may,556,1,-1,0,unknown,no,no,no
32,blue-collar,divorced,unknown,yes,-274,23,may,456,2,-1,0,unknown,no,yes,yes
45,services,married,secondary,no,0,23,may,268,1,-1,0,unknown,no,yes,yes
35,technician,single,tertiary,no,2043,23,may,159,2,-1,0,unknown,no,yes,yes
30,blue-collar,married,secondary,no,282,23,may,148,2,-1,0,unknown,no,yes,yes
31,management,single,tertiary,no,-26,23,may,448,1,-1,0,unknown,no,yes,yes
46,management,married,tertiary,no,-267,23,may,249,3,-1,0,unknown,no,no,no
29,management,single,tertiary,no,368,23,may,160,1,-1,0,unknown,no,yes,no
33,blue-collar,married,secondary,no,745,23,may,115,4,-1,0,unknown,no,yes,no
49,management,married,unknown,no,383,23,may,290,3,-1,0,unknown,no,yes,no
37,services,divorced,secondary,no,239,23,may,140,2,-1,0,unknown,no,yes,no
47,services,married,secondary,no,382,23,may,57,4,-1,0,unknown,no,yes,no
39,admin.,divorced,secondary,no,2679,23,may,811,1,-1,0,unknown,no,yes,yes
32,blue-collar,single,secondary,no,3,23,may,108,3,-1,0,unknown,no,yes,no
55,technician,married,unknown,no,4746,23,may,288,3,-1,0,unknown,no,yes,no
41,technician,single,secondary,no,30,23,may,1003,1,-1,0,unknown,no,no,no
39,unemployed,married,secondary,no,-455,23,may,542,2,-1,0,unknown,no,yes,no
30,technician,married,secondary,no,0,23,may,541,2,-1,0,unknown,no,yes,no
31,blue-collar,single,secondary,no,-78,23,may,198,2,-1,0,unknown,no,yes,yes
30,management,married,tertiary,no,302,23,may,302,1,-1,0,unknown,no,yes,yes
44,admin.,married,unknown,no,-299,23,may,268,1,-1,0,unknown,no,yes,no
31,unemployed,single,tertiary,no,1611,23,may,154,2,-1,0,unknown,no,yes,no
34,management,married,tertiary,no,498,23,may,216,2,-1,0,unknown,no,yes,no
32,admin.,married,secondary,no,0,23,may,206,3,-1,0,unknown,no,no,no
26,unemployed,married,tertiary,no,454,23,may,28,18,-1,0,unknown,no,yes,yes
39,self-employed,divorced,secondary,no,0,23,may,210,2,-1,0,unknown,no,yes,no
35,admin.,divorced,secondary,no,30,23,may,186,1,-1,0,unknown,no,no,no
35,services,single,secondary,no,511,23,may,472,1,-1,0,unknown,no,yes,yes
32,admin.,single,secondary,no,127,23,may,189,2,-1,0,unknown,no,yes,no
32,services,single,secondary,no,1940,23,may,215,2,-1,0,unknown,no,yes,no
30,services,married,secondary,no,-108,23,may,216,1,-1,0,unknown,no,yes,no
43,admin.,divorced,secondary,no,242,23,may,174,1,-1,0,unknown,no,yes,no
29,blue-collar,single,secondary,no,1012,23,may,926,1,-1,0,unknown,no,yes,no
27,admin.,married,secondary,no,-393,23,may,235,2,-1,0,unknown,no,yes,yes
27,services,single,secondary,no,430,23,may,116,2,-1,0,unknown,no,yes,no
33,blue-collar,married,secondary,no,-825,23,may,228,2,-1,0,unknown,no,yes,no
29,blue-collar,married,unknown,no,135,23,may,150,6,-1,0,unknown,no,yes,no
28,blue-collar,single,secondary,no,369,23,may,411,3,-1,0,unknown,no,yes,no
32,management,married,tertiary,no,1522,23,may,302,3,-1,0,unknown,no,yes,no
30,services,married,tertiary,no,523,23,may,253,2,-1,0,unknown,no,yes,no
39,services,married,secondary,no,104,23,may,138,6,-1,0,unknown,no,yes,no
35,management,married,tertiary,no,341,23,may,824,2,-1,0,unknown,no,yes,no
49,blue-collar,married,primary,no,3767,23,may,493,13,-1,0,unknown,no,yes,no
32,management,married,tertiary,no,1667,23,may,345,3,-1,0,unknown,no,yes,no
35,blue-collar,married,secondary,no,430,23,may,147,50,-1,0,unknown,no,yes,no
37,blue-collar,married,unknown,no,603,23,may,773,2,-1,0,unknown,no,yes,no
45,blue-collar,married,primary,no,0,23,may,574,5,-1,0,unknown,no,no,no
37,blue-collar,married,primary,no,510,23,may,122,6,-1,0,unknown,no,yes,no
40,admin.,married,secondary,no,0,23,may,193,2,-1,0,unknown,no,yes,no
33,technician,married,tertiary,no,17455,23,may,343,4,-1,0,unknown,no,yes,yes
36,admin.,married,secondary,no,176,23,may,111,1,-1,0,unknown,no,yes,no
42,blue-collar,married,secondary,no,139,23,may,166,1,-1,0,unknown,no,yes,no
30,management,single,tertiary,no,3625,23,may,469,2,-1,0,unknown,no,yes,no
32,management,married,tertiary,no,1651,23,may,189,2,-1,0,unknown,no,yes,no
26,services,divorced,secondary,no,74,23,may,106,6,-1,0,unknown,no,yes,no
45,blue-collar,divorced,primary,no,-311,23,may,1030,1,-1,0,unknown,yes,yes,no
35,admin.,single,secondary,no,-413,23,may,178,1,-1,0,unknown,no,yes,no
39,entrepreneur,divorced,secondary,no,1202,23,may,364,2,-1,0,unknown,no,yes,no
33,management,married,tertiary,no,321,23,may,101,5,-1,0,unknown,no,yes,no
32,technician,married,secondary,no,221,23,may,224,4,-1,0,unknown,no,yes,no
27,admin.,single,tertiary,no,1996,23,may,187,1,-1,0,unknown,no,yes,no
39,technician,divorced,secondary,no,1222,23,may,451,4,-1,0,unknown,no,yes,no
43,entrepreneur,married,secondary,yes,150,23,may,226,2,-1,0,unknown,no,yes,yes
31,admin.,single,tertiary,no,701,23,may,301,2,-1,0,unknown,no,yes,no
50,admin.,married,secondary,no,0,23,may,97,1,-1,0,unknown,no,yes,yes
53,admin.,married,secondary,no,-375,23,may,24,1,-1,0,unknown,no,yes,no
31,services,single,secondary,no,6374,23,may,922,2,-1,0,unknown,no,yes,no
36,services,married,secondary,no,387,23,may,232,1,-1,0,unknown,no,yes,no
45,admin.,married,secondary,no,149,23,may,893,3,-1,0,unknown,yes,yes,no
38,blue-collar,married,primary,no,630,23,may,201,3,-1,0,unknown,no,yes,no
31,entrepreneur,single,tertiary,no,150,23,may,83,2,-1,0,unknown,no,yes,no
31,blue-collar,single,secondary,no,1358,23,may,339,2,-1,0,unknown,no,yes,yes
36,admin.,married,secondary,no,614,23,may,13,5,-1,0,unknown,no,yes,no
40,services,married,secondary,no,-212,23,may,54,1,-1,0,unknown,no,yes,yes
30,technician,married,secondary,no,590,23,may,242,3,-1,0,unknown,no,yes,no
35,management,married,tertiary,no,8,23,may,55,4,-1,0,unknown,no,yes,no
42,admin.,divorced,secondary,no,687,23,may,229,1,-1,0,unknown,no,yes,yes
45,blue-collar,married,secondary,no,61,23,may,208,1,-1,0,unknown,no,yes,yes
41,technician,married,tertiary,no,-210,23,may,210,1,-1,0,unknown,no,yes,yes
33,blue-collar,married,secondary,no,1541,23,may,423,2,-1,0,unknown,no,yes,no
32,blue-collar,single,secondary,no,1342,23,may,109,2,-1,0,unknown,no,yes,no
32,self-employed,single,secondary,no,4,23,may,233,2,-1,0,unknown,no,yes,no
30,management,single,tertiary,no,501,23,may,209,3,-1,0,unknown,no,yes,no
34,blue-collar,single,secondary,no,128,23,may,114,4,-1,0,unknown,no,yes,no
33,blue-collar,married,secondary,no,1464,23,may,588,3,-1,0,unknown,yes,yes,no
30,management,single,tertiary,no,6,23,may,274,2,-1,0,unknown,no,yes,no
34,blue-collar,single,secondary,yes,-369,23,may,353,2,-1,0,unknown,no,yes,no
38,blue-collar,single,primary,no,1375,23,may,83,3,-1,0,unknown,no,yes,no
36,technician,divorced,tertiary,no,0,23,may,539,2,-1,0,unknown,no,no,no
34,technician,married,unknown,no,4053,23,may,123,2,-1,0,unknown,no,yes,no
24,blue-collar,single,secondary,no,-286,23,may,327,2,-1,0,unknown,no,yes,no
30,self-employed,single,tertiary,no,253,23,may,167,4,-1,0,unknown,no,yes,no
34,blue-collar,married,primary,no,157,23,may,20,17,-1,0,unknown,no,yes,no
39,services,married,primary,no,1951,23,may,208,2,-1,0,unknown,no,yes,no
36,blue-collar,single,primary,no,4519,23,may,117,2,-1,0,unknown,no,yes,no
33,blue-collar,married,secondary,no,1134,23,may,304,2,-1,0,unknown,no,yes,no
31,technician,single,tertiary,no,426,23,may,82,7,-1,0,unknown,no,yes,no
43,admin.,single,secondary,no,-495,23,may,131,1,-1,0,unknown,no,yes,yes
34,admin.,married,secondary,no,1049,23,may,25,14,-1,0,unknown,no,yes,no
33,blue-collar,married,secondary,no,463,23,may,76,4,-1,0,unknown,no,yes,no
33,blue-collar,divorced,secondary,no,3546,23,may,777,2,-1,0,unknown,yes,yes,no
53,self-employed,married,secondary,no,1,23,may,178,1,-1,0,unknown,no,yes,yes
54,blue-collar,married,primary,no,-239,23,may,29,1,-1,0,unknown,no,yes,no
31,entrepreneur,single,tertiary,no,1340,23,may,199,2,-1,0,unknown,no,yes,no
46,technician,divorced,secondary,no,772,23,may,488,1,-1,0,unknown,no,yes,no
54,blue-collar,married,secondary,no,-630,23,may,173,1,-1,0,unknown,no,no,no
37,technician,married,secondary,no,507,23,may,157,1,-1,0,unknown,no,yes,yes
32,blue-collar,married,secondary,no,736,23,may,700,3,-1,0,unknown,no,yes,no
40,blue-collar,married,secondary,no,395,23,may,281,1,-1,0,unknown,no,yes,yes
60,services,married,secondary,no,-46,23,may,132,2,-1,0,unknown,no,no,no
33,management,single,tertiary,no,2599,23,may,328,3,-1,0,unknown,no,yes,no
35,blue-collar,married,secondary,no,-461,23,may,339,1,-1,0,unknown,no,no,no
33,blue-collar,married,secondary,no,0,23,may,211,3,-1,0,unknown,no,no,no
39,technician,married,secondary,no,3643,23,may,160,3,-1,0,unknown,no,yes,no
58,retired,married,primary,no,0,23,may,138,6,-1,0,unknown,no,yes,no
43,blue-collar,married,secondary,no,-141,23,may,128,1,-1,0,unknown,no,yes,yes
38,blue-collar,married,secondary,no,526,23,may,553,2,-1,0,unknown,no,yes,yes
49,blue-collar,married,primary,no,23,23,may,247,1,-1,0,unknown,no,yes,no
35,management,married,secondary,no,839,23,may,50,3,-1,0,unknown,no,yes,no
53,blue-collar,married,primary,no,-1455,23,may,169,2,-1,0,unknown,no,yes,no
40,services,single,secondary,yes,-306,23,may,253,1,-1,0,unknown,no,yes,no
36,blue-collar,married,primary,no,655,23,may,153,4,-1,0,unknown,no,yes,no
42,admin.,single,tertiary,no,3465,23,may,373,9,-1,0,unknown,no,yes,no
36,management,single,tertiary,no,876,23,may,241,2,-1,0,unknown,no,yes,no
35,blue-collar,married,secondary,no,154,23,may,211,4,-1,0,unknown,no,yes,no
33,management,married,secondary,no,67,23,may,316,4,-1,0,unknown,no,yes,yes
37,management,married,tertiary,no,5205,23,may,493,2,-1,0,unknown,no,yes,no
44,management,divorced,tertiary,no,5773,23,may,597,6,-1,0,unknown,yes,no,no
35,technician,married,secondary,no,0,23,may,107,2,-1,0,unknown,no,yes,yes
36,services,married,secondary,no,1694,23,may,164,6,-1,0,unknown,no,yes,yes
31,self-employed,married,primary,no,1074,23,may,1438,2,-1,0,unknown,no,yes,no
40,blue-collar,married,primary,no,278,23,may,1015,3,-1,0,unknown,yes,yes,no
38,blue-collar,married,secondary,no,1102,23,may,159,3,-1,0,unknown,no,yes,no
46,blue-collar,married,secondary,no,0,23,may,172,3,-1,0,unknown,no,yes,no
29,management,single,tertiary,no,0,23,may,331,2,-1,0,unknown,no,yes,no
33,blue-collar,married,secondary,no,-346,23,may,29,3,-1,0,unknown,no,yes,yes
32,technician,married,tertiary,no,415,23,may,76,2,-1,0,unknown,no,no,no
48,management,divorced,tertiary,no,851,23,may,937,3,-1,0,unknown,no,no,yes
32,technician,married,secondary,no,1247,23,may,154,3,-1,0,unknown,no,yes,no
35,admin.,single,secondary,no,91,23,may,185,4,-1,0,unknown,no,yes,no
32,admin.,married,tertiary,no,882,23,may,569,3,-1,0,unknown,no,no,no
42,blue-collar,married,secondary,no,165,23,may,333,2,-1,0,unknown,no,yes,no
32,management,married,tertiary,no,1501,23,may,70,6,-1,0,unknown,no,yes,no
35,technician,single,tertiary,no,1529,23,may,95,4,-1,0,unknown,no,no,no
39,blue-collar,married,secondary,no,293,23,may,160,3,-1,0,unknown,no,yes,no
30,technician,single,secondary,no,1572,23,may,209,3,-1,0,unknown,no,yes,yes
30,student,single,tertiary,no,-679,23,may,372,3,-1,0,unknown,no,yes,no
32,admin.,married,secondary,no,497,23,may,92,3,-1,0,unknown,no,yes,no
28,blue-collar,single,secondary,no,-303,23,may,277,2,-1,0,unknown,no,yes,no
30,blue-collar,married,primary,no,9194,23,may,178,2,-1,0,unknown,no,yes,no
44,blue-collar,single,primary,no,97,23,may,95,14,-1,0,unknown,no,yes,no
34,services,married,secondary,no,70,23,may,138,4,-1,0,unknown,no,yes,yes
38,admin.,married,secondary,no,1839,23,may,63,2,-1,0,unknown,no,no,no
27,admin.,single,secondary,no,1492,23,may,67,13,-1,0,unknown,no,yes,no
31,management,single,tertiary,no,357,23,may,77,3,-1,0,unknown,no,yes,no
37,admin.,single,secondary,no,192,23,may,105,2,-1,0,unknown,no,yes,no
45,admin.,divorced,secondary,no,875,23,may,292,2,-1,0,unknown,no,yes,yes
33,management,married,tertiary,no,0,23,may,57,5,-1,0,unknown,no,yes,no
39,admin.,married,secondary,no,-288,23,may,151,9,-1,0,unknown,no,no,no
32,admin.,single,secondary,no,1581,23,may,331,3,-1,0,unknown,no,no,no
31,blue-collar,married,secondary,no,2910,23,may,1392,2,-1,0,unknown,yes,yes,no
38,technician,single,secondary,no,372,23,may,59,3,-1,0,unknown,no,no,no
32,self-employed,married,tertiary,no,9,23,may,98,2,-1,0,unknown,no,yes,no
32,blue-collar,married,secondary,no,1780,23,may,100,4,-1,0,unknown,no,yes,no
33,blue-collar,married,primary,no,2665,23,may,358,2,-1,0,unknown,no,yes,no
49,blue-collar,married,secondary,no,188,23,may,181,16,-1,0,unknown,no,yes,no
32,admin.,married,secondary,no,506,23,may,188,6,-1,0,unknown,no,yes,no
32,blue-collar,married,secondary,no,38,23,may,368,5,-1,0,unknown,no,yes,no
31,services,married,secondary,no,-331,23,may,203,5,-1,0,unknown,no,yes,no
39,self-employed,married,secondary,no,31,23,may,146,4,-1,0,unknown,no,yes,no
37,services,married,secondary,no,-21,23,may,61,2,-1,0,unknown,no,yes,yes
33,entrepreneur,married,secondary,no,1847,23,may,129,6,-1,0,unknown,no,yes,no
35,blue-collar,married,primary,no,208,23,may,247,3,-1,0,unknown,no,yes,no
37,blue-collar,married,primary,no,5,23,may,266,2,-1,0,unknown,no,yes,no
31,blue-collar,married,primary,no,-848,23,may,559,3,-1,0,unknown,no,yes,no
35,management,married,tertiary,no,317,23,may,162,3,-1,0,unknown,no,yes,no
38,management,married,tertiary,no,5779,23,may,75,3,-1,0,unknown,no,yes,no
31,blue-collar,married,secondary,no,489,23,may,204,4,-1,0,unknown,no,yes,no
30,blue-collar,single,secondary,yes,4,23,may,84,3,-1,0,unknown,no,yes,no
31,blue-collar,married,secondary,no,631,23,may,248,4,-1,0,unknown,no,yes,no
44,admin.,married,secondary,no,0,23,may,82,2,-1,0,unknown,no,yes,no
51,admin.,married,secondary,no,3,23,may,259,2,-1,0,unknown,no,no,yes
31,blue-collar,single,tertiary,no,2197,23,may,146,3,-1,0,unknown,no,yes,no
35,management,divorced,tertiary,no,178,23,may,703,2,-1,0,unknown,no,yes,no
34,blue-collar,married,primary,no,358,23,may,100,4,-1,0,unknown,no,yes,no
32,blue-collar,married,secondary,no,3144,23,may,348,2,-1,0,unknown,no,yes,no
31,services,married,secondary,no,309,23,may,146,6,-1,0,unknown,no,yes,no
34,blue-collar,married,unknown,no,391,23,may,34,2,-1,0,unknown,no,yes,yes
32,blue-collar,married,primary,no,1903,23,may,297,3,-1,0,unknown,no,yes,no
50,entrepreneur,married,tertiary,no,1605,23,may,22,2,-1,0,unknown,no,yes,no
36,blue-collar,married,secondary,no,141,23,may,106,3,-1,0,unknown,no,yes,no
58,retired,married,secondary,no,-205,23,may,253,2,-1,0,unknown,no,yes,no
30,blue-collar,married,secondary,no,2150,23,may,465,4,-1,0,unknown,no,yes,no
36,blue-collar,married,primary,no,111,23,may,163,3,-1,0,unknown,no,yes,no
31,unemployed,married,secondary,no,57,23,may,104,5,-1,0,unknown,no,yes,yes
37,technician,single,tertiary,no,876,23,may,213,4,-1,0,unknown,no,yes,no
33,blue-collar,married,secondary,yes,2,23,may,74,4,-1,0,unknown,no,no,no
31,blue-collar,married,unknown,no,-357,23,may,245,4,-1,0,unknown,no,yes,no
37,blue-collar,married,secondary,no,13849,23,may,252,5,-1,0,unknown,no,yes,no
37,entrepreneur,married,tertiary,no,0,23,may,118,3,-1,0,unknown,no,no,no
40,technician,married,secondary,no,5517,23,may,146,13,-1,0,unknown,no,yes,no
58,blue-collar,married,unknown,no,5505,23,may,317,4,-1,0,unknown,no,yes,no
46,blue-collar,married,secondary,no,4707,23,may,93,8,-1,0,unknown,no,yes,no
32,blue-collar,married,secondary,no,523,23,may,116,5,-1,0,unknown,no,yes,no
26,technician,single,secondary,yes,-516,23,may,386,2,-1,0,unknown,no,yes,no
49,self-employed,married,secondary,no,1878,23,may,283,11,-1,0,unknown,no,yes,yes
30,admin.,single,tertiary,no,253,23,may,146,4,-1,0,unknown,no,yes,no
33,management,divorced,tertiary,no,471,23,may,215,4,-1,0,unknown,no,no,no
44,blue-collar,married,primary,no,-315,23,may,90,3,-1,0,unknown,no,yes,no
34,management,married,secondary,no,240,23,may,260,3,-1,0,unknown,no,yes,no
31,admin.,married,secondary,no,1098,23,may,427,2,-1,0,unknown,no,yes,no
26,technician,single,secondary,no,-211,23,may,164,3,-1,0,unknown,no,yes,no
31,management,single,tertiary,no,9874,23,may,1222,5,-1,0,unknown,no,yes,no
29,services,single,secondary,no,1008,23,may,426,9,-1,0,unknown,no,yes,no
36,admin.,married,secondary,no,165,23,may,456,4,-1,0,unknown,no,yes,no
52,blue-collar,married,secondary,no,3622,23,may,40,7,-1,0,unknown,no,yes,yes
31,blue-collar,married,unknown,no,92,23,may,98,17,-1,0,unknown,no,yes,no
53,admin.,married,secondary,no,7598,23,may,27,7,-1,0,unknown,no,yes,no
35,blue-collar,married,secondary,no,0,23,may,100,4,-1,0,unknown,no,yes,no
46,admin.,married,secondary,no,-143,23,may,1034,9,-1,0,unknown,no,yes,no
39,management,married,tertiary,no,540,23,may,1066,2,-1,0,unknown,no,yes,yes
31,blue-collar,married,secondary,no,1495,23,may,159,3,-1,0,unknown,no,yes,yes
38,admin.,married,secondary,no,0,23,may,353,2,-1,0,unknown,no,yes,no
53,blue-collar,married,primary,no,3316,23,may,331,6,-1,0,unknown,no,yes,no
27,admin.,married,secondary,no,3,23,may,159,5,-1,0,unknown,no,yes,no
34,student,married,tertiary,no,387,26,may,52,3,-1,0,unknown,no,yes,no
40,services,married,primary,no,33,26,may,70,3,-1,0,unknown,no,no,no
37,blue-collar,married,secondary,no,152,26,may,159,3,-1,0,unknown,no,yes,no
32,admin.,married,secondary,no,41,26,may,117,2,-1,0,unknown,no,yes,yes
60,retired,divorced,secondary,no,1718,26,may,146,6,-1,0,unknown,no,yes,no
49,technician,married,unknown,no,-287,26,may,49,1,-1,0,unknown,no,yes,no
30,management,single,tertiary,no,2317,26,may,260,5,-1,0,unknown,no,yes,no
41,management,divorced,secondary,no,71,26,may,60,3,-1,0,unknown,no,yes,no
38,technician,single,secondary,no,283,26,may,193,1,-1,0,unknown,no,yes,no
44,services,married,secondary,no,-627,26,may,373,2,-1,0,unknown,no,yes,no
56,blue-collar,divorced,primary,no,-216,26,may,336,1,-1,0,unknown,no,yes,no
49,admin.,divorced,primary,no,-347,26,may,200,2,-1,0,unknown,no,yes,no
50,technician,married,tertiary,no,199,26,may,79,1,-1,0,unknown,no,yes,yes
31,services,single,secondary,no,31,26,may,501,2,-1,0,unknown,no,yes,yes
52,admin.,divorced,secondary,no,0,26,may,206,1,-1,0,unknown,no,yes,no
58,retired,married,secondary,no,674,26,may,80,1,-1,0,unknown,no,yes,no
37,technician,married,secondary,no,-796,26,may,299,1,-1,0,unknown,no,yes,yes
43,blue-collar,married,secondary,no,470,26,may,185,1,-1,0,unknown,no,yes,yes
47,services,married,secondary,no,4063,26,may,207,1,-1,0,unknown,no,yes,yes
53,admin.,divorced,secondary,no,-372,26,may,104,1,-1,0,unknown,no,yes,no
32,blue-collar,married,primary,no,1156,26,may,185,5,-1,0,unknown,no,yes,no
37,technician,married,secondary,yes,-886,26,may,224,1,-1,0,unknown,no,yes,no
42,technician,married,secondary,no,-245,26,may,63,1,-1,0,unknown,no,no,yes
33,unemployed,single,tertiary,no,157,26,may,897,5,-1,0,unknown,no,yes,no
37,services,single,secondary,no,510,26,may,322,1,-1,0,unknown,no,yes,no
